Year	Month	Anomaly
1874	2	1.018
1874	3	-0.31
1874	4	-1.482
1874	5	-3.102
1874	6	-1.862
1874	7	-1.308
1874	8	-0.22
1874	9	0.42
1874	10	1.762
1874	11	0.41
1874	12	2.24
1875	1	-2.26
1875	2	-1.141
1875	3	-4.791
1875	4	-4.79
1875	5	-1.399
1875	6	0.675
1875	7	0.474
1875	8	-0.82
1875	9	-2.896
1875	10	-3.335
1875	11	-2.688
1875	12	-8.892
1876	1	-1.959
1876	2	0.187
1876	3	3.276
1876	4	0.977
1876	5	-4.929
1876	6	2.257
1876	7	0.395
1876	8	-0.311
1876	9	1.849
1876	10	-2.221
1876	11	-3.352
1876	12	-9.812
1877	1	-0.252
1877	2	-1.978
1877	3	-0.964
1877	4	-2.736
1877	5	-1.922
1877	6	-1.782
1877	7	0.617
1877	8	-1.733
1877	9	-3.321
1877	10	-1.333
1877	11	3.389
1877	12	-0.303
1878	1	0.129
1878	2	2.519
1878	3	2.002
1878	4	0.168
1878	5	-1.883
1878	6	1.344
1878	7	-2.857
1878	8	-1.492
1878	9	1.558
1878	10	2.898
1878	11	3.909
1878	12	3.486
1879	1	-1.546
1879	2	3.475
1879	3	-1.23
1879	4	-0.276
1879	5	1.079
1879	6	-0.887
1879	7	-1.268
1879	8	-1.153
1879	9	0.214
1879	10	0.559
1879	11	-2.205
1879	12	-3.839
1880	1	-1.764
1880	2	-0.41
1880	3	-2.893
1880	4	-2.814
1880	5	-0.615
1880	6	-1.126
1880	7	-0.049
1880	8	0.643
1880	9	0.948
1880	10	-3.279
1880	11	0.134
1880	12	0.268
1881	1	-2.543
1881	2	0.026
1881	3	-1.411
1881	4	-3.009
1881	5	-0.848
1881	6	-1.104
1881	7	-0.048
1881	8	-0.522
1881	9	-1.7
1881	10	-2.409
1881	11	-1.048
1881	12	-1.183
1882	1	7.481
1882	2	3.59
1882	3	4.454
1882	4	-1.29
1882	5	0.897
1882	6	-0.924
1882	7	2.037
1882	8	2.298
1882	9	0.597
1882	10	-3.181
1882	11	-1.524
1882	12	-4.712
1883	1	-5.05
1883	2	-0.678
1883	3	-2.572
1883	4	-1.814
1883	5	1.674
1883	6	0.956
1883	7	0.699
1883	8	-1.171
1883	9	1.837
1883	10	0.36
1883	11	2.498
1883	12	1.778
1884	1	1.813
1884	2	2.051
1884	3	-2.654
1884	4	-4.335
1884	5	-2.801
1884	6	0.343
1884	7	-0.681
1884	8	-3.551
1884	9	-2.326
1884	10	0.735
1884	11	-1.031
1884	12	2.684
1885	1	0.163
1885	2	2.957
1885	3	1.197
1885	4	-2.275
1885	5	-0.278
1885	6	-1.424
1885	7	3.648
1885	8	-2.124
1885	9	-1.227
1885	10	0.564
1885	11	-3.444
1885	12	0.374
1886	1	1.922
1886	2	-3.528
1886	3	-2.036
1886	4	0.47
1886	5	-0.39
1886	6	-0.866
1886	7	-0.427
1886	8	-0.545
1886	9	-1.283
1886	10	-2.018
1886	11	1.989
1886	12	4.799
1887	1	2.731
1887	2	2.269
1887	3	-1.275
1887	4	-0.839
1887	5	2.284
1887	6	-3.072
1887	7	-0.158
1887	8	-1.047
1887	9	2.273
1887	10	-1.302
1887	11	-0.034
1887	12	1.541
1888	1	-2.638
1888	2	-1.915
1888	3	-4.651
1888	4	1.157
1888	5	-1.456
1888	6	-3.405
1888	7	-0.962
1888	8	-0.942
1888	9	-0.04
1888	10	-0.075
1888	11	-1.707
1888	12	-6.126
1889	1	-2.894
1889	2	-0.748
1889	3	-4.182
1889	4	-0.803
1889	5	3.116
1889	6	-1.493
1889	7	0.242
1889	8	-0.636
1889	9	-1.749
1889	10	2.347
1889	11	1.584
1889	12	-1.749
1890	1	2.747
1890	2	1.805
1890	3	3.66
1890	4	2.612
1890	5	1.097
1890	6	0.169
1890	7	1.949
1890	8	2.542
1890	9	0.818
1890	10	-1.646
1890	11	-4.19
1890	12	-5.796
1891	1	-4.778
1891	2	2.855
1891	3	3.177
1891	4	-0.428
1891	5	1.884
1891	6	-0.974
1891	7	1.813
1891	8	-0.93
1891	9	-1.143
1891	10	-0.632
1891	11	-5.412
1891	12	2.411
1892	1	-2.262
1892	2	1.712
1892	3	-0.533
1892	4	-1.839
1892	5	0.794
1892	6	0.235
1892	7	-0.58
1892	8	-0.413
1892	9	0.901
1892	10	-1.536
1892	11	-1.144
1892	12	-5.39
1893	1	-8.876
1893	2	-5.125
1893	3	0
1893	4	-4.795
1893	5	-1.642
1893	6	-1.254
1893	7	0.467
1893	8	0.101
1893	9	-0.302
1893	10	1.966
1893	11	-0.08
1893	12	0.879
1894	1	1.251
1894	2	3.666
1894	3	0.775
1894	4	0.12
1894	5	1.131
1894	6	-2.253
1894	7	-1.016
1894	8	0.686
1894	9	-3.532
1894	10	-2.208
1894	11	0.352
1894	12	-0.632
1895	1	2.449
1895	2	-3.296
1895	3	0.668
1895	4	-2.739
1895	5	-0.481
1895	6	0.401
1895	7	0.676
1895	8	-0.583
1895	9	-0.995
1895	10	2.487
1895	11	0.039
1895	12	-4.584
1896	1	-3.008
1896	2	-1.395
1896	3	0.141
1896	4	-3.916
1896	5	-1.301
1896	6	1.286
1896	7	0.364
1896	8	1.218
1896	9	0.537
1896	10	3.695
1896	11	-2.991
1896	12	-3.166
1897	1	-0.628
1897	2	-0.654
1897	3	0.017
1897	4	0.584
1897	5	4.686
1897	6	0.563
1897	7	1.559
1897	8	1.956
1897	9	0.867
1897	10	0.128
1897	11	-1.535
1897	12	-3.507
1898	1	3.027
1898	2	-0.413
1898	3	-4.951
1898	4	-3.324
1898	5	2.749
1898	6	-0.333
1898	7	1.103
1898	8	1.197
1898	9	-1.574
1898	10	-4.013
1898	11	2.54
1898	12	2.688
1899	1	5.581
1899	2	-0.16
1899	3	-2.19
1899	4	-0.251
1899	5	-0.975
1899	6	-3.173
1899	7	0.853
1899	8	-2.851
1899	9	0.905
1899	10	0.222
1899	11	2.074
1899	12	-4.758
1900	1	-2.32
1900	2	-0.829
1900	3	-0.359
1900	4	-2.5
1900	5	-2.107
1900	6	-2.346
1900	7	-0.406
1900	8	1.531
1900	9	-1.432
1900	10	1.445
1900	11	-1.644
1900	12	0.348
1901	1	2.958
1901	2	0.586
1901	3	-0.026
1901	4	0.014
1901	5	-0.796
1901	6	3.781
1901	7	0.108
1901	8	2.232
1901	9	-0.894
1901	10	0.533
1901	11	-1.489
1901	12	-1.963
1902	1	2.812
1902	2	1.356
1902	3	0.374
1902	4	-4.01
1902	5	-1.085
1902	6	-0.264
1902	7	-1.247
1902	8	-1.494
1902	9	-2.124
1902	10	-2.646
1902	11	-4.076
1902	12	-5.374
1903	1	2.414
1903	2	4.935
1903	3	2.313
1903	4	3.113
1903	5	0.12
1903	6	2.046
1903	7	0.809
1903	8	-0.342
1903	9	0.499
1903	10	-3.165
1903	11	1.28
1903	12	-0.986
1904	1	2.477
1904	2	3.803
1904	3	-1.807
1904	4	-1.245
1904	5	-2.767
1904	6	-3.736
1904	7	-2.873
1904	8	-1.379
1904	9	-2.025
1904	10	0.748
1904	11	-0.523
1904	12	-0.763
1905	1	-1.646
1905	2	2.698
1905	3	-0.224
1905	4	-1.289
1905	5	2.175
1905	6	1.446
1905	7	-0.983
1905	8	-0.417
1905	9	-0.349
1905	10	0.757
1905	11	1.474
1905	12	1.001
1906	1	3.169
1906	2	1.276
1906	3	1.806
1906	4	2.209
1906	5	4.98
1906	6	0.624
1906	7	1.269
1906	8	-1.248
1906	9	-2.634
1906	10	-0.763
1906	11	0.635
1906	12	-0.464
1907	1	-4.355
1907	2	-0.654
1907	3	0.334
1907	4	-1.553
1907	5	-1.795
1907	6	-0.618
1907	7	0.068
1907	8	-1.753
1907	9	-0.837
1907	10	1.367
1907	11	-4.289
1907	12	-7.014
1908	1	-0.605
1908	2	1.448
1908	3	-2.705
1908	4	-1.65
1908	5	-2.683
1908	6	-1.258
1908	7	-0.54
1908	8	-1.069
1908	9	-0.273
1908	10	-2.066
1908	11	-4.793
1908	12	-2.887
1909	1	0.159
1909	2	-2.317
1909	3	-1.219
1909	4	-2.96
1909	5	-3.398
1909	6	-1.074
1909	7	-1.429
1909	8	-0.256
1909	9	3.308
1909	10	2.87
1909	11	-0.564
1909	12	2.183
1910	1	3.08
1910	2	2.901
1910	3	2.251
1910	4	2.206
1910	5	0.852
1910	6	-0.078
1910	7	0.643
1910	8	-1.74
1910	9	-0.261
1910	10	-2.485
1910	11	-0.029
1910	12	3.223
1911	1	-0.543
1911	2	-5.077
1911	3	-1.26
1911	4	-0.362
1911	5	0.421
1911	6	-1.244
1911	7	-1.843
1911	8	0.309
1911	9	-1.209
1911	10	-0.888
1911	11	2.496
1911	12	0.017
1912	1	-4.601
1912	2	-3.643
1912	3	4.011
1912	4	-2.34
1912	5	-3.03
1912	6	1.904
1912	7	-2.365
1912	8	0.408
1912	9	-0.498
1912	10	-4.763
1912	11	-0.152
1912	12	2.907
1913	1	1.173
1913	2	-0.684
1913	3	2.957
1913	4	3.86
1913	5	-2.861
1913	6	-2.197
1913	7	-0.13
1913	8	1.978
1913	9	0.7
1913	10	-2.08
1913	11	3.492
1913	12	1.854
1914	1	0.336
1914	2	7.414
1914	3	2.643
1914	4	-1.462
1914	5	1.069
1914	6	0.353
1914	7	1.86
1914	8	-2.52
1914	9	-1.637
1914	10	-2.739
1914	11	-2.764
1914	12	2.476
1915	1	3.894
1915	2	3.057
1915	3	-3.187
1915	4	-0.657
1915	5	-1.135
1915	6	-2.109
1915	7	0.808
1915	8	-1.928
1915	9	-0.19
1915	10	-2.171
1915	11	-0.724
1915	12	-3.308
1916	1	4.119
1916	2	4.043
1916	3	-0.673
1916	4	0.649
1916	5	-2.306
1916	6	-1.073
1916	7	-0.175
1916	8	-2.341
1916	9	-2.347
1916	10	-0.96
1916	11	0.885
1916	12	-0.825
1917	1	-1.438
1917	2	-7.684
1917	3	-5.386
1917	4	0.757
1917	5	-3.969
1917	6	2.499
1917	7	-0.422
1917	8	1.693
1917	9	0.562
1917	10	1.705
1917	11	2.425
1917	12	-1.174
1918	1	2.667
1918	2	2.431
1918	3	-1.248
1918	4	1.089
1918	5	-5.206
1918	6	-1.404
1918	7	-0.239
1918	8	-2.051
1918	9	0.302
1918	10	3.214
1918	11	0.174
1918	12	-0.932
1919	1	0.961
1919	2	-0.839
1919	3	-3.181
1919	4	-0.169
1919	5	-2.916
1919	6	0.311
1919	7	0.906
1919	8	-1.937
1919	9	2.42
1919	10	0.35
1919	11	-5.634
1919	12	-1.882
1920	1	0.892
1920	2	-0.043
1920	3	3.438
1920	4	3.941
1920	5	3.096
1920	6	-1.59
1920	7	2.242
1920	8	1.83
1920	9	0.693
1920	10	-4.853
1920	11	-1.587
1920	12	-2.197
1921	1	1.391
1921	2	-1.374
1921	3	4.282
1921	4	4.719
1921	5	3.773
1921	6	0.87
1921	7	-2.054
1921	8	-0.348
1921	9	-1.527
1921	10	-1.417
1921	11	-3.686
1921	12	-2.508
1922	1	0.122
1922	2	0.246
1922	3	0.715
1922	4	-0.411
1922	5	0.448
1922	6	-0.728
1922	7	0.623
1922	8	-0.502
1922	9	-1.119
1922	10	-2.343
1922	11	0.984
1922	12	0.291
1923	1	3.146
1923	2	-3.748
1923	3	-0.362
1923	4	-3.98
1923	5	0.414
1923	6	-1.52
1923	7	-1.525
1923	8	-2.853
1923	9	1.568
1923	10	2.25
1923	11	4.344
1923	12	-0.315
1924	1	-2.688
1924	2	-2.188
1924	3	-2.127
1924	4	-1.782
1924	5	1.131
1924	6	1.325
1924	7	-1.552
1924	8	-0.271
1924	9	2.461
1924	10	-0.008
1924	11	0.426
1924	12	-0.547
1925	1	6.258
1925	2	6.906
1925	3	2.161
1925	4	1.724
1925	5	1.598
1925	6	-1.827
1925	7	1.174
1925	8	0.017
1925	9	-0.38
1925	10	-1.945
1925	11	-0.558
1925	12	-0.234
1926	1	-1.225
1926	2	-1.042
1926	3	-1.271
1926	4	-2.865
1926	5	0.825
1926	6	0.387
1926	7	-0.832
1926	8	-2.937
1926	9	-0.324
1926	10	-1.728
1926	11	4.031
1926	12	-2.36
1927	1	-3.448
1927	2	0.345
1927	3	0.645
1927	4	-1.164
1927	5	-2.224
1927	6	0.222
1927	7	0.829
1927	8	1.996
1927	9	1.067
1927	10	-0.523
1927	11	-0.68
1927	12	-4.91
1928	1	2.599
1928	2	-2.656
1928	3	-3.301
1928	4	-3.094
1928	5	-0.259
1928	6	-3.74
1928	7	-1.491
1928	8	-1.661
1928	9	0.196
1928	10	-0.524
1928	11	3.931
1928	12	-0.284
1929	1	-1.026
1929	2	-9.625
1929	3	-3.471
1929	4	-6.577
1929	5	2.295
1929	6	-2.351
1929	7	0.208
1929	8	2.193
1929	9	-1.595
1929	10	3.056
1929	11	2.488
1929	12	0.692
1930	1	5.322
1930	2	-0.872
1930	3	2.994
1930	4	1.488
1930	5	0.289
1930	6	-2.939
1930	7	-0.767
1930	8	2.212
1930	9	-2.185
1930	10	0.775
1930	11	1.807
1930	12	-3.393
1931	1	-0.586
1931	2	-5.38
1931	3	-1.223
1931	4	-2.448
1931	5	1.787
1931	6	-1.442
1931	7	2.244
1931	8	0.244
1931	9	-1.189
1931	10	-0.61
1931	11	-1.245
1931	12	-0.597
1932	1	6.45
1932	2	-5.11
1932	3	-3.751
1932	4	-0.859
1932	5	1.909
1932	6	0.354
1932	7	1.147
1932	8	2.38
1932	9	1.422
1932	10	1.357
1932	11	1.078
1932	12	4.938
1933	1	-2.298
1933	2	-1.143
1933	3	-0.097
1933	4	-0.841
1933	5	-2.413
1933	6	-1.436
1933	7	1.578
1933	8	-1.859
1933	9	0.125
1933	10	0.327
1933	11	-1.583
1933	12	-7.572
1934	1	2.277
1934	2	1.877
1934	3	1.616
1934	4	1.006
1934	5	2.521
1934	6	-2.444
1934	7	1.248
1934	8	0.444
1934	9	1.435
1934	10	2.687
1934	11	3.454
1934	12	-2.799
1935	1	-0.709
1935	2	4.222
1935	3	0.904
1935	4	-0.22
1935	5	-2.407
1935	6	0.472
1935	7	-2.444
1935	8	0.03
1935	9	0.58
1935	10	4.04
1935	11	-0.767
1935	12	1.168
1936	1	5.596
1936	2	-3.332
1936	3	2.017
1936	4	-0.702
1936	5	0.312
1936	6	2.537
1936	7	4.291
1936	8	1.161
1936	9	-0.645
1936	10	-2.365
1936	11	1.722
1936	12	3.941
1937	1	-1.292
1937	2	1.914
1937	3	2.543
1937	4	2.338
1937	5	-0.102
1937	6	0.932
1937	7	-0.078
1937	8	1.322
1937	9	3.254
1937	10	1.138
1937	11	1.461
1937	12	-1.369
1938	1	1.427
1938	2	2.788
1938	3	3.085
1938	4	-1.015
1938	5	-0.151
1938	6	-0.528
1938	7	4.576
1938	8	4.476
1938	9	3.937
1938	10	1.766
1938	11	4.474
1938	12	-3.648
1939	1	1.754
1939	2	4.94
1939	3	0.42
1939	4	-1.637
1939	5	-0.828
1939	6	0.95
1939	7	1.856
1939	8	2.259
1939	9	-2.192
1939	10	-2.753
1939	11	1.449
1939	12	-0.529
1940	1	-8.396
1940	2	-3.046
1940	3	-1.879
1940	4	-2.19
1940	5	0.24
1940	6	-0.769
1940	7	0.979
1940	8	1.323
1940	9	1.773
1940	10	-1.993
1940	11	3.283
1940	12	-1.256
1941	1	-4.019
1941	2	-0.702
1941	3	-2.549
1941	4	-3.624
1941	5	-4.618
1941	6	-3.827
1941	7	2.497
1941	8	0.463
1941	9	-1.716
1941	10	-2.511
1941	11	-3.785
1941	12	-5.353
1942	1	-8.986
1942	2	-2.643
1942	3	-6.248
1942	4	-2.43
1942	5	-0.525
1942	6	-2.269
1942	7	-0.203
1942	8	0.002
1942	9	-0.051
1942	10	1.565
1942	11	-2.188
1942	12	-0.818
1943	1	-4.405
1943	2	2.763
1943	3	0.858
1943	4	1.349
1943	5	0.294
1943	6	-0.377
1943	7	-0.326
1943	8	0.236
1943	9	-0.052
1943	10	1.281
1943	11	1.373
1943	12	2.788
1944	1	6.42
1944	2	3.487
1944	3	1.662
1944	4	-3.302
1944	5	-0.348
1944	6	-1.24
1944	7	0.089
1944	8	-0.43
1944	9	1.984
1944	10	0.825
1944	11	0.14
1944	12	-1.985
1945	1	-0.249
1945	2	-0.277
1945	3	-2.091
1945	4	-1.729
1945	5	-3.573
1945	6	-1.275
1945	7	0.142
1945	8	1.084
1945	9	-0.117
1945	10	-1.921
1945	11	-1.054
1945	12	-3.521
1946	1	2.124
1946	2	0.45
1946	3	-0.058
1946	4	-0.727
1946	5	-0.465
1946	6	3.033
1946	7	0.445
1946	8	2.163
1946	9	0.425
1946	10	-4.456
1946	11	-2.15
1946	12	-1.487
1947	1	-0.481
1947	2	-4.731
1947	3	-0.904
1947	4	0.146
1947	5	-1.533
1947	6	0.784
1947	7	0.084
1947	8	0.099
1947	9	0.762
1947	10	-1.666
1947	11	0.156
1947	12	2.692
1948	1	2.834
1948	2	-1.278
1948	3	-0.903
1948	4	0.385
1948	5	2.995
1948	6	3.293
1948	7	-1.659
1948	8	0.623
1948	9	-0.108
1948	10	0.002
1948	11	0.164
1948	12	1.166
1949	1	5.912
1949	2	1.412
1949	3	0.674
1949	4	-0.911
1949	5	2.683
1949	6	0.291
1949	7	-0.825
1949	8	-0.343
1949	9	0.745
1949	10	-0.018
1949	11	1.538
1949	12	2.296
1950	1	-7.492
1950	2	2.47
1950	3	1.528
1950	4	3.814
1950	5	-0.542
1950	6	-1.305
1950	7	-2.245
1950	8	-2.274
1950	9	1
1950	10	0.228
1950	11	1.321
1950	12	0.822
1951	1	-1.698
1951	2	-3.41
1951	3	0.166
1951	4	3.132
1951	5	-2.583
1951	6	0.272
1951	7	-0.226
1951	8	1.675
1951	9	1.088
1951	10	-1.977
1951	11	-2.792
1951	12	4.441
1952	1	5.968
1952	2	1.971
1952	3	-6.167
1952	4	-0.794
1952	5	-1.746
1952	6	0.117
1952	7	-0.513
1952	8	0.194
1952	9	1.06
1952	10	-0.479
1952	11	0.666
1952	12	0.382
1953	1	-0.11
1953	2	-6.262
1953	3	0.552
1953	4	1.68
1953	5	-0.955
1953	6	2.157
1953	7	0.765
1953	8	0.717
1953	9	-0.783
1953	10	1.161
1953	11	-1.49
1953	12	0.79
1954	1	-4.336
1954	2	-5.764
1954	3	0.146
1954	4	-2.188
1954	5	0.839
1954	6	2.145
1954	7	2.118
1954	8	1.639
1954	9	1.392
1954	10	0.881
1954	11	0.337
1954	12	1.39
1955	1	3.468
1955	2	2.367
1955	3	-1.34
1955	4	-3.845
1955	5	-1.838
1955	6	-1.697
1955	7	-0.421
1955	8	0.997
1955	9	2.815
1955	10	3.068
1955	11	-1.653
1955	12	-7.176
1956	1	-0.731
1956	2	-9.663
1956	3	-0.929
1956	4	-1.714
1956	5	-1.426
1956	6	3.307
1956	7	-2.633
1956	8	-1.606
1956	9	-2.233
1956	10	-0.01
1956	11	-4.215
1956	12	1.477
1957	1	3.486
1957	2	7.081
1957	3	-2.305
1957	4	1.111
1957	5	1.992
1957	6	-0.931
1957	7	0.309
1957	8	0.385
1957	9	1.32
1957	10	0.504
1957	11	0.726
1957	12	1.03
1958	1	2.658
1958	2	1.167
1958	3	-2.785
1958	4	-1.807
1958	5	0.849
1958	6	-1.816
1958	7	-0.272
1958	8	-0.998
1958	9	-1.693
1958	10	1.418
1958	11	0.881
1958	12	-0.771
1959	1	5.51
1959	2	3.34
1959	3	1.713
1959	4	1.135
1959	5	-0.6
1959	6	0.355
1959	7	2.373
1959	8	0.503
1959	9	-2.449
1959	10	-2.174
1959	11	-3.232
1959	12	-4.649
1960	1	0.44
1960	2	0.839
1960	3	-2.214
1960	4	-0.723
1960	5	-0.585
1960	6	1.521
1960	7	2.695
1960	8	-0.018
1960	9	-0.828
1960	10	-1.927
1960	11	-1.463
1960	12	6.379
1961	1	3.554
1961	2	5.952
1961	3	4.097
1961	4	-0.838
1961	5	-0.698
1961	6	2.092
1961	7	0.842
1961	8	0.113
1961	9	-0.986
1961	10	1.392
1961	11	-0.14
1961	12	-1.904
1962	1	5.15
1962	2	2.121
1962	3	-1.983
1962	4	2.198
1962	5	0.732
1962	6	-3.075
1962	7	-1.732
1962	8	-1.837
1962	9	-0.108
1962	10	1.596
1962	11	2.757
1962	12	-1.196
1963	1	-6.704
1963	2	-1.548
1963	3	-6.142
1963	4	-2.082
1963	5	3.795
1963	6	-2.905
1963	7	0.771
1963	8	1.175
1963	9	2.615
1963	10	1.147
1963	11	1.208
1963	12	-3.098
1964	1	1.823
1964	2	-2.098
1964	3	-2.85
1964	4	-0.985
1964	5	-0.959
1964	6	1.907
1964	7	1.38
1964	8	-0.873
1964	9	0.938
1964	10	2.333
1964	11	-0.644
1964	12	3.269
1965	1	0.161
1965	2	-1.637
1965	3	-0.284
1965	4	-3.247
1965	5	-2.705
1965	6	-0.905
1965	7	-1.553
1965	8	-0.988
1965	9	2.191
1965	10	-0.965
1965	11	-4.224
1965	12	4.528
1966	1	0.43
1966	2	0.205
1966	3	3.681
1966	4	3.441
1966	5	2.725
1966	6	-0.317
1966	7	0.809
1966	8	0.392
1966	9	-1.269
1966	10	1.208
1966	11	0.442
1966	12	-3.815
1967	1	-4.872
1967	2	-2.204
1967	3	3.714
1967	4	0.94
1967	5	4.156
1967	6	-0.516
1967	7	-0.586
1967	8	1.555
1967	9	0.457
1967	10	4.006
1967	11	1.942
1967	12	-3.766
1968	1	-6.317
1968	2	-0.45
1968	3	1.634
1968	4	0.858
1968	5	-0.269
1968	6	0.945
1968	7	-2.29
1968	8	1.212
1968	9	-0.087
1968	10	-1.785
1968	11	-1.32
1968	12	0.982
1969	1	-6.549
1969	2	-4.619
1969	3	-3.979
1969	4	0.371
1969	5	-1.292
1969	6	-2.007
1969	7	-0.509
1969	8	-0.352
1969	9	-0.995
1969	10	-0.26
1969	11	3.292
1969	12	-3.329
1970	1	-0.807
1970	2	0.204
1970	3	0.75
1970	4	0.314
1970	5	0.132
1970	6	-0.748
1970	7	1.272
1970	8	-0.375
1970	9	0.187
1970	10	0.504
1970	11	-0.28
1970	12	0.253
1971	1	5.997
1971	2	-0.723
1971	3	-0.74
1971	4	-1.669
1971	5	0.197
1971	6	-0.012
1971	7	-0.576
1971	8	0.11
1971	9	-0.025
1971	10	-1.34
1971	11	0.729
1971	12	0.646
1972	1	-5.375
1972	2	0.812
1972	3	0.759
1972	4	0.623
1972	5	0.246
1972	6	2.055
1972	7	3.597
1972	8	4.081
1972	9	0.101
1972	10	0.184
1972	11	1.245
1972	12	5.078
1973	1	-0.624
1973	2	5.245
1973	3	1.854
1973	4	2.363
1973	5	0.714
1973	6	1.06
1973	7	-0.039
1973	8	-0.86
1973	9	-3.583
1973	10	-1.519
1973	11	-0.739
1973	12	0.091
1974	1	-0.9
1974	2	7.011
1974	3	2.975
1974	4	-2.054
1974	5	-2.74
1974	6	-0.37
1974	7	-0.004
1974	8	-0.61
1974	9	1.899
1974	10	3.674
1974	11	3.141
1974	12	3.554
1975	1	6.147
1975	2	2.341
1975	3	4.332
1975	4	4.401
1975	5	3.514
1975	6	0.896
1975	7	0.252
1975	8	-1.217
1975	9	2.68
1975	10	-0.814
1975	11	-2.134
1975	12	1.943
1976	1	-2.62
1976	2	-3.448
1976	3	0.545
1976	4	0.237
1976	5	-1.649
1976	6	-2.904
1976	7	-1.854
1976	8	-2.048
1976	9	-1.42
1976	10	-5.826
1976	11	0.595
1976	12	2.378
1977	1	-1.774
1977	2	2.227
1977	3	2.479
1977	4	1.63
1977	5	1.732
1977	6	0.064
1977	7	0.318
1977	8	-0.848
1977	9	-1.487
1977	10	-1.595
1977	11	3.072
1977	12	-2.523
1978	1	1.393
1978	2	-1.111
1978	3	3.583
1978	4	-0.659
1978	5	-1.786
1978	6	-2.343
1978	7	-1.881
1978	8	-0.709
1978	9	-1.376
1978	10	-1.441
1978	11	3.576
1978	12	-8.502
1979	1	-0.598
1979	2	-0.813
1979	3	2.438
1979	4	-2.061
1979	5	4.119
1979	6	0.576
1979	7	-1.695
1979	8	0.302
1979	9	0.739
1979	10	-1.285
1979	11	0.454
1979	12	0.424
1980	1	-2.171
1980	2	0.868
1980	3	-3.702
1980	4	0.234
1980	5	-3.91
1980	6	1.078
1980	7	-0.717
1980	8	-1.712
1980	9	-0.16
1980	10	0.322
1980	11	-0.739
1980	12	1.693
1981	1	3.826
1981	2	3.273
1981	3	-0.042
1981	4	-2.186
1981	5	1.401
1981	6	2.741
1981	7	2.953
1981	8	0.561
1981	9	0
1981	10	2.678
1981	11	0.782
1981	12	2.277
1982	1	-0.192
1982	2	-0.5
1982	3	2.713
1982	4	-0.104
1982	5	-0.603
1982	6	-2.792
1982	7	-0.159
1982	8	0.239
1982	9	0.784
1982	10	-0.561
1982	11	3.358
1982	12	4.959
1983	1	5.73
1983	2	1.393
1983	3	1.809
1983	4	3.953
1983	5	3.064
1983	6	-1.791
1983	7	-0.247
1983	8	-0.538
1983	9	1.195
1983	10	1.151
1983	11	-0.191
1983	12	2.466
1984	1	5.088
1984	2	-2.364
1984	3	0.899
1984	4	1.953
1984	5	3.37
1984	6	-1.386
1984	7	-0.891
1984	8	-1.407
1984	9	1.478
1984	10	1.853
1984	11	-1.837
1984	12	-3.553
1985	1	-1.025
1985	2	-6.151
1985	3	-0.363
1985	4	-0.176
1985	5	0.758
1985	6	-1.702
1985	7	-1.635
1985	8	2.641
1985	9	-0.976
1985	10	1.248
1985	11	-2.071
1985	12	-0.745
1986	1	2.934
1986	2	-5.887
1986	3	3.091
1986	4	1.649
1986	5	1.006
1986	6	1.641
1986	7	-0.431
1986	8	-0.003
1986	9	-2.421
1986	10	-0.639
1986	11	1.11
1986	12	-1.547
1987	1	-8.48
1987	2	2.141
1987	3	-2.759
1987	4	-2.696
1987	5	0.241
1987	6	0.875
1987	7	-1.49
1987	8	-1.559
1987	9	-1.831
1987	10	-1.398
1987	11	-1.754
1987	12	-1.258
1988	1	2.01
1988	2	2.425
1988	3	2.512
1988	4	-0.327
1988	5	1.356
1988	6	2.617
1988	7	3.097
1988	8	-0.095
1988	9	0.339
1988	10	-0.228
1988	11	-3.484
1988	12	-1.358
1989	1	7.632
1989	2	8.117
1989	3	5.617
1989	4	2.367
1989	5	0.985
1989	6	3.489
1989	7	0.623
1989	8	-0.102
1989	9	1.278
1989	10	0.6
1989	11	-1.624
1989	12	0.689
1990	1	4.324
1990	2	9.13
1990	3	5.815
1990	4	2.677
1990	5	-1.7
1990	6	-2.224
1990	7	-0.796
1990	8	-0.602
1990	9	-1.54
1990	10	0.693
1990	11	1.904
1990	12	2.178
1991	1	3.713
1991	2	1.689
1991	3	1.79
1991	4	1.436
1991	5	0.802
1991	6	2.209
1991	7	0.113
1991	8	-0.312
1991	9	0.146
1991	10	1.925
1991	11	2.231
1991	12	1.854
1992	1	4.705
1992	2	4.124
1992	3	5.106
1992	4	-0.321
1992	5	-0.376
1992	6	-0.059
1992	7	0.343
1992	8	1.733
1992	9	1.995
1992	10	-2.675
1992	11	-1.272
1992	12	1.18
1993	1	5.177
1993	2	3.885
1993	3	1.419
1993	4	0.412
1993	5	2.043
1993	6	-2.556
1993	7	-0.688
1993	8	-1.162
1993	9	-3.783
1993	10	-0.312
1993	11	-6.87
1993	12	2.434
1994	1	6.202
1994	2	-3.346
1994	3	0.244
1994	4	1.846
1994	5	-2.272
1994	6	-1.829
1994	7	-0.345
1994	8	-0.696
1994	9	3.065
1994	10	0.319
1994	11	-0.842
1994	12	-2.598
1995	1	3.419
1995	2	7.794
1995	3	4.292
1995	4	3.329
1995	5	1.808
1995	6	2.736
1995	7	-0.776
1995	8	0.169
1995	9	1.515
1995	10	1.688
1995	11	-1.537
1995	12	-3.672
1996	1	-0.956
1996	2	-1.83
1996	3	-0.588
1996	4	0.81
1996	5	3.267
1996	6	-0.314
1996	7	0.461
